bill_num||congress||title||date_intro||area||enacted||vetoed
hr1234||116||Preventing the Taking of Americans' Land to Build Trump's Wall Act||2019-02-14||Immigration||No||No
hr1235||116||MSPB Temporary Term Extension Act||2019-02-14||Government Operations and Politics||No||No
hr1236||116||Extreme Risk Protection Order Act of 2019||2019-02-14||Crime and Law Enforcement||No||No
hr1237||116||COAST Research Act of 2019||2019-02-14||Public Lands and Natural Resources||No||No
hr1238||116||To direct the Secretary of Agriculture to treat certain planted soybean crops as harvested commodity crops under the Market Facilitation Program.||2019-02-14||Agriculture and Food||No||No
hr1239||116||Protecting Women Act of 2019||2019-02-14||Crime and Law Enforcement||No||No
hr124||116||John Tanner Fairness and Independence in Redistricting Act||2019-01-03||Congress||No||No
hr1240||116||Young Fishermen's Development Act||2019-02-14||Public Lands and Natural Resources||Yes||No
hr1241||116||Volunteer Responder Incentive Protection Act of 2019||2019-02-14||Taxation||No||No
hr1242||116||Cormorant Relief Act||2019-02-14||Animals||No||No
hr1243||116||Climate Change Health Protection and Promotion Act of 2019||2019-02-14||Health||No||No
hr1244||116||Equal Dignity for Married Taxpayers Act of 2019||2019-02-14||Taxation||No||No
hr1245||116||Improving Access to Child Care Act||2019-02-14||Social Welfare||No||No
hr1246||116||Improving Access to Work Act||2019-02-14||Social Welfare||No||No
hr1247||116||Supporting Work Through Apprenticeships Act||2019-02-14||Social Welfare||No||No
hr1248||116||York River Wild and Scenic River Act of 2019||2019-02-14||Public Lands and Natural Resources||No||No
hr1249||116||INF Treaty Compliance Act of 2019||2019-02-14||International Affairs||No||No
hr125||116||Police Training and Independent Review Act of 2019||2019-01-03||Crime and Law Enforcement||No||No
hr1250||116||"To designate the facility of the United States Postal Service located at 11158 Highway 146 North in Hardin, Texas, as the ""Lucas Lowe Memorial Post Office""."||2019-02-14||Government Operations and Politics||Yes||No
hr1251||116||Public Buildings Renewal Act of 2019||2019-02-14||Taxation||No||No
hr1252||116||"To designate the facility of the United States Postal Service located at 6531 Van Nuys Boulevard in Van Nuys, California, as the ""Marilyn Monroe Post Office""."||2019-02-14||Government Operations and Politics||Yes||No
hr1253||116||"To designate the facility of the United States Postal Service located at 13507 Van Nuys Boulevard in Pacoima, California, as the ""Ritchie Valens Post Office Building""."||2019-02-14||Government Operations and Politics||Yes||No
hr1254||116||Equal COLA Act||2019-02-14||Government Operations and Politics||No||No
hr1255||116||Federal Firefighter Pay Equity Act||2019-02-14||Government Operations and Politics||No||No
hr1256||116||First Responder Fair RETIRE Act||2019-02-14||Government Operations and Politics||No||No
hr1257||116||United States Coast Guard Commemorative Coin Act of 2019||2019-02-14||Finance and Financial Sector||No||No
hr1258||116||To amend title 10, United States Code, to provide for the inclusion of homeschooled students in Junior Reserve Officer's Training Corps units.||2019-02-14||Armed Forces and National Security||No||No
hr1259||116||Due Process Restoration Act of 2019||2019-02-14||Finance and Financial Sector||No||No
hr126||116||Students Voicing Opinions in Today's Elections (VOTE) Act||2019-01-03||Education||No||No
hr1260||116||To amend the Internal Revenue Code of 1986 to extend the charitable deduction to all taxpayers regardless of whether a taxpayer itemizes deductions in order to encourage and increase charitable giving.||2019-02-14||Taxation||No||No
hr1261||116||National Landslide Preparedness Act||2019-02-14||Emergency Management||No||No
hr1262||116||21 to Buy Act||2019-02-14||Crime and Law Enforcement||No||No
hr1263||116||National Firearms Amendments Act of 2019||2019-02-14||Taxation||No||No
hr1264||116||Payment Commission Data Act of 2019||2019-02-14||Health||No||No
hr1265||116||Nursing Home Workforce Quality Act||2019-02-14||Health||No||No
hr1266||116||Ghost Guns Are Guns Act||2019-02-14||Crime and Law Enforcement||No||No
hr1267||116||B�47 Ridge Designation Act||2019-02-14||Public Lands and Natural Resources||No||No
hr1268||116||Bureau of Reclamation Transparency Act||2019-02-14||Water Resources Development||No||No
hr1269||116||History and Tradition Protection Act of 2019||2019-02-14||Civil Rights and Liberties, Minority Issues||No||No
hr127||116||CARERS Act of 2019||2019-01-03||Crime and Law Enforcement||No||No
hr1270||116||Pawel Adamowicz Democratic Leadership Exchange Act of 2019||2019-02-14||International Affairs||No||No
hr1271||116||Vet HP Act||2019-02-14||Armed Forces and National Security||No||No
hr1272||116||Restoring Integrity to America's Elections Act||2019-02-14||Government Operations and Politics||No||No
hr1273||116||KREMLIN Act||2019-02-14||Armed Forces and National Security||No||No
hr1274||116||Repeal of the Authorization for Use of Military Force||2019-02-14||International Affairs||No||No
hr1275||116||Voter Empowerment Act of 2019||2019-02-14||Government Operations and Politics||No||No
hr1276||116||America�s Public Land Act of 2019||2019-02-14||Public Lands and Natural Resources||No||No
hr1277||116||State Public Option Act||2019-02-14||Health||No||No
hr1278||116||African Burial Ground International Memorial Museum and Educational Center Act||2019-02-14||Social Sciences and History||No||No
hr1279||116||Safer Neighborhoods Gun Buyback Act of 2019||2019-02-14||Crime and Law Enforcement||No||No
hr128||116||Small Business Advocacy Improvements Act of 2019||2019-01-03||Commerce||No||No
hr1280||116||No More Shutdowns Act||2019-02-14||Economics and Public Finance||No||No
hr1281||116||Stop EPA Overregulation of Rural Americans Act||2019-02-14||Environmental Protection||No||No
hr1282||116||Data Accountability and Trust Act||2019-02-14||Commerce||No||No
hr1283||116||To establish a nonpartisan commission on immigration reform and border security.||2019-02-14||International Affairs||No||No
hr1284||116||Crowd Sourcing of Environmental Data Act of 2019||2019-02-14||Environmental Protection||No||No
hr1285||116||Improving Access to Traditional Banking Act of 2019||2019-02-14||Finance and Financial Sector||No||No
hr1286||116||Federal Employee Credit Score Protection Act of 2019||2019-02-14||Finance and Financial Sector||No||No
hr1287||116||No Guns for Abusers Act of 2019||2019-02-14||Crime and Law Enforcement||No||No
hr1288||116||Korematsu-Takai Civil Liberties Protection Act of 2019||2019-02-14||Crime and Law Enforcement||No||No
hr1289||116||PHONE Act of 2020||2019-02-14||Science, Technology, Communications||No||No
hr129||116||No Budget, No Pay Act||2019-01-03||Congress||No||No
hr1290||116||First Responder Medical Device Tax Relief Act||2019-02-14||Taxation||No||No
hr1291||116||Student Job Protection Act of 2019||2019-02-14||Taxation||No||No
hr1292||116||Border Community Input in Border Security Act||2019-02-14||Immigration||No||No
hr1293||116||RAIDER Act of 2019||2019-02-14||Emergency Management||No||No
hr1294||116||Employee Profit-Sharing Encouragement Act of 2019||2019-02-14||Taxation||No||No
hr1295||116||Expanding Penalty Free Withdrawal Act of 2019||2019-02-14||Taxation||No||No
hr1296||116||Assault Weapons Ban of 2019||2019-02-15||Crime and Law Enforcement||No||No
hr1297||116||Law Enforcement Protection Act of 2019||2019-02-15||Taxation||No||No
hr1298||116||Higher Education Dream Act of 2019||2019-02-15||Education||No||No
hr1299||116||Peggy Frank Memorial Act||2019-02-15||Government Operations and Politics||No||No
hr13||116||Commitment to American Security Act||2020-10-27||Crime and Law Enforcement||No||No
hr130||116||John Tanner Fairness and Independence in Redistricting Act||2019-01-03||Congress||No||No
hr1300||116||Taxpayer Penalty Protection Act of 2019||2019-02-15||Taxation||No||No
hr1301||116||Mental Health Telemedicine Expansion Act||2019-02-15||Health||No||No
hr1302||116||Expanding Opportunities for Recovery Act of 2019||2019-02-15||Health||No||No
hr1303||116||Examining Opioid Treatment Infrastructure Act of 2019||2019-02-15||Health||No||No
hr1304||116||To require the Federal Trade Commission, in consultation with the Federal Communications Commission, to establish a robocaller bounty pilot program, and for other purposes.||2019-02-15||Science, Technology, Communications||No||No
hr1305||116||Albatross and Petrel Conservation Act||2019-02-15||Animals||No||No
hr1306||116||Federal Disaster Assistance Coordination Act||2019-02-15||Emergency Management||No||No
hr1307||116||Post-Disaster Assistance Online Accountability Act||2019-02-15||Emergency Management||No||No
hr1308||116||Let It Go Act||2019-02-15||Government Operations and Politics||No||No
hr1309||116||Workplace Violence Prevention for Health Care and Social Service Workers Act||2019-02-19||Labor and Employment||No||No
hr131||116||Redistricting Transparency Act of 2019||2019-01-03||Government Operations and Politics||No||No
hr1310||116||VAWA Protections for Rural Women Act of 2019||2019-02-19||Crime and Law Enforcement||No||No
hr1311||116||To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to ensure that unmet needs after a major disaster are met.||2019-02-19||Emergency Management||No||No
hr1312||116||Yurok Lands Act of 2019||2019-02-19||Native Americans||No||No
hr1313||116||Transit Security Grant Program Flexibility Act||2019-02-19||Transportation and Public Works||No||No
hr1314||116||Integrated Coastal and Ocean Observation System Act Amendments of 2019||2019-02-19||Public Lands and Natural Resources||No||No
hr1315||116||Blue Collar to Green Collar Jobs Development Act of 2019||2019-02-22||Energy||No||No
hr1316||116||Federal Labor-Management Partnership Act of 2019||2019-02-22||Government Operations and Politics||No||No
hr1317||116||Coastal Communities Adaptation Act||2019-02-22||Environmental Protection||No||No
hr1318||116||To direct the Librarian of Congress to obtain a stained glass panel depicting the seal of the District of Columbia and install the panel among the stained glass panels depicting the seals of States which overlook the Main Reading Room of the Library of Congress Thomas Jefferson Building.||2019-02-22||Congress||No||No
hr1319||116||Davis-Bacon Repeal Act||2019-02-22||Labor and Employment||No||No
hr132||116||North American Development Bank Improvement Act of 2019||2019-01-03||International Affairs||No||No
hr1320||116||Census Accuracy Act of 2019||2019-02-22||Government Operations and Politics||No||No
hr1321||116||Northern Rockies Ecosystem Protection Act||2019-02-22||Public Lands and Natural Resources||No||No
hr1322||116||To require a report on the effects of climate change on the Coast Guard, and for other purposes.||2019-02-22||Transportation and Public Works||No||No
hr1323||116||Rural Hospital Frontier Fairness Act||2019-02-22||Health||No||No
hr1324||116||FAST NICS Act||2019-02-22||Crime and Law Enforcement||No||No
hr1325||116||Protect and Serve Act of 2019||2019-02-22||Crime and Law Enforcement||No||No
hr1326||116||ACCESS Act||2019-02-22||Public Lands and Natural Resources||No||No
hr1327||116||Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act||2019-02-25||Law||Yes||No
hr1328||116||ACCESS BROADBAND Act||2019-02-25||Science, Technology, Communications||No||No
hr1329||116||Medicaid Reentry Act||2019-02-25||Health||No||No
hr133||116||Consolidated Appropriations Act, 2021||2019-01-03||Economics and Public Finance||Yes||No
hr1330||116||Amache Study Act||2019-02-25||Public Lands and Natural Resources||No||No
hr1331||116||Local Water Protection Act||2019-02-25||Environmental Protection||No||No
hr1332||116||Fair Care Act of 2019||2019-02-25||Health||No||No
